,logM,z,gmag,rmag,gMag,rMag,n,e,B_T_r,g-r
186568,10.348,0.05837,16.9,16.41,-20.33,-20.79,3.16,0.52,0.52,0.46
186569,11.253,0.13889,17.93,16.86,-21.7,-22.44,6.4,0.58,0.99,0.74
186570,11.749,0.1825,17.62,16.38,-22.86,-23.63,5.05,0.07,0.6,0.77
186571,10.233,0.03729,16.46,15.82,-19.77,-20.36,1.11,0.28,0.03,0.59
186572,10.02,0.0778,17.0,16.68,-20.88,-21.15,1.03,0.44,0.14,0.27
186573,11.594,0.1857,17.83,16.57,-22.72,-23.51,6.76,0.01,1.0,0.79
186574,10.283,0.04937,15.84,15.44,-21.03,-21.39,0.9,0.38,0.81,0.36
186575,9.392,0.03625,17.08,16.68,-19.06,-19.4,0.97,0.35,0.05,0.34
186576,11.068,0.09377,17.14,16.18,-21.4,-22.15,5.86,0.2,0.81,0.75
186577,11.488,0.18215,18.07,16.96,-22.38,-23.04,4.59,0.48,0.55,0.66
186578,10.559,0.0976,17.4,16.71,-21.12,-21.68,1.69,0.09,0.56,0.56
186579,9.606,0.04917,16.95,16.63,-19.87,-20.16,0.97,0.85,0.26,0.29
186580,10.024,0.05294,16.55,16.13,-20.45,-20.83,0.57,0.14,0.88,0.38
186581,9.513,0.04629,17.19,16.81,-19.48,-19.85,2.43,0.22,0.5,0.37
186582,11.078,0.07516,16.42,15.64,-21.5,-22.15,3.92,0.31,0.7,0.65
186583,10.994,0.10011,17.31,16.59,-21.31,-21.89,6.49,0.62,0.4,0.58
186584,11.188,0.11927,17.73,16.78,-21.43,-22.16,3.56,0.46,0.49,0.73
186585,11.074,0.11743,17.43,16.53,-21.66,-22.34,7.96,0.37,0.79,0.68
186586,11.269,0.11855,16.77,16.0,-22.27,-22.87,2.08,0.29,0.19,0.6
186587,10.301,0.04849,17.45,16.65,-19.41,-20.12,8.0,0.26,0.49,0.71
186588,10.69,0.06382,17.1,16.19,-20.44,-21.21,3.58,0.51,0.91,0.77
186589,10.826,0.09162,17.49,16.74,-20.9,-21.55,1.14,0.38,0.12,0.65
186590,10.299,0.03669,16.86,16.11,-19.32,-20.02,3.17,0.55,0.84,0.7
186591,10.65,0.03709,15.01,14.39,-21.19,-21.75,2.52,0.57,0.26,0.56
186592,10.679,0.05849,16.14,15.51,-21.12,-21.68,0.91,0.23,0.04,0.56
186593,11.202,0.11997,17.88,16.79,-21.34,-22.16,6.28,0.44,0.88,0.82
186594,10.82,0.05817,16.45,15.56,-20.85,-21.62,2.95,0.62,0.59,0.77
186595,9.709,0.03729,16.55,16.12,-19.62,-20.01,0.88,0.72,0.34,0.39
186596,10.751,0.05813,16.68,15.8,-20.61,-21.38,3.81,0.65,0.95,0.77
186597,11.014,0.06544,15.98,15.21,-21.57,-22.25,2.51,0.31,0.46,0.68
186598,10.794,0.04816,16.06,15.26,-20.77,-21.48,3.54,0.23,0.52,0.71
186599,10.605,0.06686,17.93,16.98,-19.72,-20.56,2.02,0.73,0.54,0.84
186600,9.429,0.04842,17.11,16.78,-19.63,-19.94,1.05,0.27,0.2,0.31
186601,10.286,0.06381,17.13,16.43,-20.34,-20.96,6.21,0.33,0.77,0.62
186602,11.237,0.11777,17.69,16.81,-21.35,-22.08,4.41,0.85,0.14,0.73
186603,10.696,0.05689,16.63,15.8,-20.61,-21.33,5.27,0.29,0.94,0.72
186604,10.578,0.05744,17.11,16.25,-20.16,-20.9,5.35,0.41,0.74,0.74
186605,10.425,0.05718,17.1,16.42,-20.1,-20.73,2.97,0.52,0.36,0.63
186606,11.132,0.11727,17.76,16.78,-21.37,-22.08,7.37,0.29,0.8,0.71
186607,11.238,0.11688,17.28,16.3,-21.8,-22.55,6.12,0.02,0.86,0.75
186608,10.415,0.05388,16.67,16.06,-20.39,-20.94,0.81,0.72,0.17,0.55
186609,10.858,0.14958,17.62,16.97,-21.96,-22.45,1.01,0.53,0.98,0.49
186610,11.482,0.15859,17.67,16.58,-22.31,-23.05,4.67,0.1,0.45,0.74
186611,10.512,0.08119,17.37,16.79,-20.65,-21.16,2.89,0.45,0.34,0.51
186612,10.61,0.09408,17.23,16.69,-21.13,-21.57,0.77,0.39,0.9,0.44
186613,9.711,0.03441,15.91,15.55,-20.06,-20.41,0.86,0.06,0.13,0.35
186614,10.93,0.06599,16.62,15.76,-20.97,-21.71,2.77,0.35,0.41,0.74
186615,9.916,0.06608,16.96,16.59,-20.52,-20.85,0.9,0.0,0.1,0.33
186616,9.814,0.06514,17.4,16.94,-20.05,-20.46,0.76,0.25,0.4,0.41
186617,10.877,0.06569,16.25,15.55,-21.3,-21.9,2.29,0.37,0.34,0.6
186618,11.501,0.19259,17.79,16.7,-22.73,-23.4,7.92,0.37,0.85,0.67
186619,11.174,0.11285,17.03,16.18,-21.92,-22.57,1.94,0.32,0.27,0.65
186620,9.922,0.07241,17.35,16.93,-20.35,-20.73,1.02,0.13,0.1,0.38
186621,10.728,0.09224,17.74,16.87,-20.68,-21.39,2.25,0.1,0.51,0.71
186622,10.42,0.06598,16.66,16.2,-20.85,-21.26,0.96,0.41,0.3,0.41
186623,11.326,0.07925,15.94,15.05,-22.12,-22.86,3.89,0.22,0.62,0.74
186624,11.221,0.11328,17.53,16.52,-21.5,-22.26,4.19,0.32,0.54,0.76
186625,10.818,0.07866,17.82,16.82,-20.24,-21.08,4.73,0.69,0.65,0.84
186626,10.552,0.07239,17.38,16.61,-20.4,-21.06,2.56,0.33,0.44,0.66
186627,11.111,0.11229,17.34,16.4,-21.63,-22.34,4.4,0.27,0.71,0.71
186628,10.725,0.07823,17.66,16.71,-20.38,-21.17,5.62,0.14,0.99,0.79
186629,9.989,0.07857,17.27,16.85,-20.6,-20.98,0.78,0.27,0.05,0.38
186630,10.326,0.03735,16.47,15.7,-19.75,-20.45,3.36,0.3,0.72,0.7
186631,11.252,0.07165,15.81,14.93,-21.98,-22.73,3.7,0.28,0.44,0.75
186632,11.042,0.037,15.12,14.25,-21.09,-21.88,4.1,0.36,0.43,0.79
